CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Europa,HomePlanet_Mars
0,0.5316455696202531,0,0.15418440706358624,1.0,0.0,0.08336308461263835,445.0,True,False,True,True,False
1,0.35443037974683544,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.6075949367088608,1,0.0,1.0,0.003703388387536182,0.000758657622277758,13.0,True,False,False,True,False
0,0.810126582278481,0,0.0,0.0,0.03422441682274817,0.0,0.0,True,False,True,False,False
0,0.34177215189873417,0,0.005723459202903608,1.0,0.018261535841988762,0.010621206711888612,1.0,False,False,True,False,False
1,0.3291139240506329,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.4177215189873418,0,6.979828296223913e-05,1.0,0.0,0.0005355230274901821,404.0,True,False,True,True,False
0,0.49367088607594933,0,0.0,1.0,0.0,0.002900749732238486,6898.0,False,False,True,False,False
1,0.16455696202531644,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.3670886075949367,0,0.0,0.0,0.0,0.03119421635130311,74.0,False,False,True,False,False
0,0.22784810126582278,0,0.003838905562923152,1.0,0.0020858164481525627,0.0,1.0,False,False,True,False,False
1,0.8481012658227848,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.4430379746835443,0,0.04892859635652963,0.0,0.012600034054146092,0.0,25.0,False,False,True,False,True
0,0.7721518987341772,1,0.16423535981014867,1.0,0.00038310914353822576,0.014102106390574796,2.0,False,False,True,False,True
0,0.569620253164557,0,0.1467857890695889,1.0,0.0,0.0,0.0,False,False,True,False,True
1,0.27848101265822783,0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False
1,0.24050632911392406,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.45569620253164556,0,0.19110769875061073,0.0,0.0,0.0,0.0,False,False,True,False,True
0,0.24050632911392406,0,0.0,1.0,0.031074408309211644,0.0,0.0,True,False,True,False,False
0,0.5949367088607594,0,0.006770433447337195,1.0,0.00536352800953516,0.0011156729739378794,55.0,False,True,False,False,False
1,0.16455696202531644,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.43037974683544306,0,0.0,1.0,0.0,0.02516958229203856,207.0,False,False,True,False,False
1,0.4430379746835443,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.3291139240506329,0,0.030711244503385218,0.0,0.0,0.0,462.0,False,False,True,False,False
0,0.3924050632911392,0,0.0,0.0,0.004129065213689767,0.0,0.0,False,False,True,False,True
0,0.25316455696202533,0,0.0,1.0,0.008939213349225268,0.0,0.0,True,False,True,False,False
0,0.7088607594936709,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
1,0.6329113924050633,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.5316455696202531,0,0.07482375933552035,0.0,0.0004256768261535842,0.0,76.0,False,False,True,False,True
1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
1,0.4810126582278481,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
0,0.5189873417721519,0,0.0,0.0,0.0,0.0,607.0,False,False,True,False,False
0,0.27848101265822783,0,0.28749912752146295,0.0,0.0,0.0,61.0,False,False,True,False,False
1,0.3291139240506329,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.7215189873417721,0,0.0034899141481119565,1.0,0.0,0.0,135.0,True,False,True,False,False
1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
1,0.4430379746835443,1,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
1,0.16455696202531644,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.34177215189873417,0,0.09527465624345641,0.0,0.002043248765537204,0.0009817922170653338,137.0,False,False,True,False,True
1,0.3924050632911392,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
0,0.3037974683544304,0,0.0,0.0,0.0,0.009862549089610853,567.0,False,False,True,False,False
1,0.24050632911392406,0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False
1,0.4050632911392405,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
1,0.7341772151898734,0,0.0,1.0,0.0,0.00022313459478757588,0.0,True,False,True,False,False
0,0.26582278481012656,0,0.02003210721016263,0.0,0.0006810829218457347,0.005132095680114245,175.0,False,False,False,False,False
0,0.4810126582278481,0,0.0,1.0,4.256768261535842e-05,0.6680649767940021,2111.0,False,False,True,True,False
0,0.4810126582278481,0,0.2382913380330844,0.0,0.0068533969010727055,0.0012495537308104248,119.0,False,False,True,False,True
0,0.24050632911392406,0,6.979828296223913e-05,1.0,0.028648050400136214,8.925383791503035e-05,11.0,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
0,0.0379746835443038,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.25316455696202533,0,0.0,0.0,0.00012770304784607525,0.013343448768297038,92.0,False,False,True,False,False
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.46835443037974683,0,0.0011865708103580652,1.0,0.018133832794142685,0.0,232.0,True,False,True,False,False
0,0.31645569620253167,0,0.004327493543658826,0.0,0.0,0.0,956.0,False,False,True,False,False
1,0.7088607594936709,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.620253164556962,0,0.005863055768828087,1.0,0.017069640728758724,0.009014637629418065,98.0,False,False,False,False,False
1,0.13924050632911392,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
1,0.012658227848101266,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.10126582278481013,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
0,0.49367088607594933,0,0.0,0.0,0.0004256768261535842,0.04007497322384863,0.0,False,False,True,False,False
1,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.2911392405063291,0,0.0,0.0,0.00034054146092286734,0.047840057122456266,0.0,False,False,True,False,True
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.49367088607594933,0,0.028338102882669088,0.0,0.03690618082751575,0.0,0.0,True,False,True,False,True
0,0.31645569620253167,0,0.07342779367627557,0.0,0.030606163800442704,0.0,7.0,False,True,False,False,True
0,0.45569620253164556,0,0.0,1.0,0.0,0.03547840057122456,575.0,False,False,True,True,False
1,0.6582278481012658,0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False
1,0.22784810126582278,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
1,0.18987341772151897,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
1,0.4430379746835443,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.5949367088607594,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.569620253164557,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.34177215189873417,0,0.0,1.0,0.0,0.03918243484469833,443.0,True,False,False,True,False
1,0.6455696202531646,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.3670886075949367,0,0.0,1.0,0.0028094670526136556,0.0,705.0,False,False,True,False,False
0,0.34177215189873417,0,0.00013959656592447826,1.0,0.000510812191384301,0.05020528382720457,122.0,True,False,False,True,False
1,0.24050632911392406,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
0,0.3670886075949367,0,0.06295805123193969,1.0,0.0058317725183041035,0.0,0.0,True,False,True,False,True
1,0.13924050632911392,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.21518987341772153,0,0.05918894395197878,0.0,0.013068278562915035,0.008122099250267762,0.0,False,False,True,False,True
0,0.16455696202531644,0,0.013401270328749913,0.0,0.0,0.002275972866833274,739.0,False,False,True,False,False
0,0.4430379746835443,0,0.010260347595449151,1.0,0.0,0.00044626918957515175,387.0,False,False,True,False,False
0,0.26582278481012656,0,0.02561596984714176,1.0,0.0,0.0,146.0,False,False,True,False,False
0,0.26582278481012656,0,0.0,1.0,0.0,0.0,1918.0,False,False,False,False,False
0,0.4810126582278481,0,0.10588399525371675,0.0,0.0,0.0012049268118529098,0.0,False,False,True,False,False
1,0.24050632911392406,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
1,0.02531645569620253,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
1,0.16455696202531644,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
0,0.31645569620253167,0,0.008515390521393173,1.0,0.0,0.0,0.0,False,False,True,False,False
0,0.20253164556962025,0,0.0,1.0,0.0,0.0,1099.0,False,False,True,False,False
0,0.012658227848101266,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
1,0.18987341772151897,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.26582278481012656,0,0.15613875898652893,0.0,0.0050655542312276515,0.0,0.0,False,False,False,False,True
0,0.2911392405063291,0,0.08480491379912054,1.0,4.256768261535842e-05,8.925383791503035e-05,0.0,False,False,True,False,True
0,0.4177215189873418,0,0.13492008096600824,1.0,0.008002724331687382,4.4626918957515175e-05,0.0,False,False,True,False,True
1,0.26582278481012656,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.5189873417721519,0,0.08585188804355413,0.0,0.012812872467222883,0.0019189575151731526,1023.0,False,False,True,False,True
0,0.20253164556962025,0,0.0638654289104488,0.0,0.00940745785799421,0.010442699036058552,0.0,False,False,True,False,True
1,0.5316455696202531,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True
0,0.25316455696202533,0,0.09813638584490822,0.0,0.0,0.0004908961085326669,0.0,False,False,True,False,True
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
1,0.20253164556962025,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.26582278481012656,0,0.0,1.0,0.028307508939213348,0.0,9.0,False,False,True,False,False
0,0.4050632911392405,1,0.012633489216165281,0.0,0.0002128384130767921,0.0729203855765798,0.0,False,False,True,False,True
1,0.7341772151898734,0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False
0,0.3037974683544304,0,0.0002791931318489565,1.0,0.0,0.03181899321670832,79.0,False,False,True,False,False
0,0.37974683544303794,0,0.005932854051790326,0.0,4.256768261535842e-05,0.07675830060692611,0.0,False,False,True,False,True
1,0.34177215189873417,0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False
0,0.4050632911392405,0,0.003908703845885391,0.0,0.010897326749531755,0.06417350946090682,0.0,False,False,True,False,True
0,0.5443037974683544,0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False
1,0.5316455696202531,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.46835443037974683,0,0.04446150624694632,0.0,0.0,0.004105676544091396,319.0,False,False,True,False,True
1,0.4430379746835443,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
1,0.4177215189873418,0,0.0,1.0,0.0,0.21474473402356303,1116.0,False,False,False,True,False
0,0.22784810126582278,0,0.021846862567180846,1.0,0.029414268687212666,0.012629418064976795,0.0,False,False,True,False,False
1,0.26582278481012656,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
1,0.5443037974683544,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
1,0.17721518987341772,1,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True
0,0.5822784810126582,0,0.0,1.0,0.0,0.0,7.0,True,False,False,True,False
0,0.4177215189873418,0,0.0,1.0,0.0338838753618253,0.026062120671188863,10912.0,False,False,True,True,False
0,0.26582278481012656,0,0.2056955398897187,0.0,0.012216924910607866,0.0012049268118529098,0.0,False,False,True,False,True
0,0.4177215189873418,0,0.0,1.0,0.0,0.3846840414137808,1063.0,False,False,True,True,False
1,0.5949367088607594,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False
1,0.6835443037974683,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
0,0.37974683544303794,0,0.023382424792350108,1.0,0.023029116294908905,0.0,0.0,False,False,True,False,False
0,0.3670886075949367,0,0.018985132965729044,1.0,0.0,0.0,1.0,False,False,True,False,False
0,0.26582278481012656,0,0.04899839463949187,1.0,0.017367614507066233,8.925383791503035e-05,6.0,True,False,True,False,False
1,0.3037974683544304,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.26582278481012656,0,0.11614434284916592,0.0,0.0,0.0,0.0,False,False,False,False,True
1,0.7594936708860759,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
0,0.27848101265822783,0,0.0,0.0,0.013323684658607185,0.013343448768297038,92.0,False,False,True,False,False
0,0.3291139240506329,0,0.0,1.0,0.0,0.043779007497322386,2054.0,False,False,True,True,False
0,0.3291139240506329,0,0.004606686675507782,1.0,0.0,0.0,803.0,False,False,True,False,False
1,0.35443037974683544,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
1,0.49367088607594933,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.16455696202531644,0,0.008236197389544217,0.0,0.0,0.03364869689396644,1.0,False,False,True,False,False
0,0.5949367088607594,0,0.0,1.0,0.025200068108292183,0.0,0.0,True,False,False,False,False
0,0.7974683544303798,0,0.0,1.0,0.0054486633747658775,0.0,1240.0,False,False,True,False,False
1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.6329113924050633,0,0.0030711244503385214,1.0,0.0,0.002365226704748304,0.0,True,False,False,False,False
0,0.4430379746835443,0,0.0,0.0,0.0,0.039628704034273474,0.0,False,False,True,False,False
0,0.569620253164557,0,0.0,1.0,0.0,0.0006247768654052124,333.0,False,False,True,False,False
0,0.24050632911392406,0,0.0,0.0,0.0884556444747148,0.0,0.0,True,False,True,False,False
0,0.26582278481012656,0,0.0,1.0,0.0,0.0,0.0,True,False,True,False,False
1,0.3670886075949367,0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False
0,0.27848101265822783,0,0.010190549312486913,1.0,4.256768261535842e-05,0.0,2.0,True,False,True,False,False
1,0.17721518987341772,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.5316455696202531,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.7215189873417721,0,0.00020939484888671738,1.0,0.0012344627958453941,0.007229560871117458,13.0,False,False,False,False,False
1,0.49367088607594933,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.35443037974683544,0,0.0,1.0,0.0013621658436914694,0.00026776151374509105,1460.0,False,False,True,True,False
0,0.24050632911392406,0,0.0,0.0,0.0,0.0,828.0,False,False,False,False,False
1,0.24050632911392406,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.3291139240506329,0,0.0,1.0,0.0,0.05163334523384506,262.0,True,False,False,True,False
1,0.21518987341772153,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
1,0.5443037974683544,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.11392405063291139,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
0,0.5063291139240507,0,0.0,1.0,0.0037459560701515408,0.04864334166369154,0.0,True,False,True,True,False
1,0.6329113924050633,0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False
0,0.3037974683544304,0,0.006281845466601522,1.0,0.05635961178273455,0.000758657622277758,0.0,True,False,True,False,False
1,0.7215189873417721,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
1,0.20253164556962025,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
0,0.2911392405063291,0,0.0,0.0,0.0006385152392303763,0.0,1370.0,False,False,True,False,False
1,0.2911392405063291,0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False
0,0.35443037974683544,0,0.0,1.0,0.0,0.0826044269903606,5166.0,False,False,True,True,False
0,0.2911392405063291,0,0.0,1.0,0.0,0.0008925383791503035,2469.0,False,False,False,True,False
0,0.2911392405063291,0,0.025685768130103998,1.0,0.01102502979737783,4.4626918957515175e-05,101.0,False,False,True,False,False
0,0.22784810126582278,0,0.0,0.0,0.05784948067427209,0.0,0.0,True,False,True,False,False
0,0.22784810126582278,0,0.08333914985691351,0.0,0.006683126170611272,0.00026776151374509105,0.0,False,False,True,False,False
0,0.8481012658227848,0,0.0,1.0,0.0,0.19975008925383791,241.0,False,False,True,True,False
0,0.7594936708860759,0,0.0004885879807356738,1.0,4.256768261535842e-05,0.0,4.0,True,True,False,False,False
1,0.34177215189873417,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
0,0.620253164556962,0,0.023103231660501152,0.0,0.0,0.014191360228489826,0.0,True,False,False,False,False
0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False
